YEAR,MONTH,MONTH_BY_N,DAY,COUNTRY,STATE,STATECODE,KEY,DISTRICT,TOWN_CITY,VILLAGE,KILLED,INJURED,ARRESTS,DURATION_I,SOURCE,SOURCE_DAT,REPORTED_C,LOCAL_PREC,LINK_MADE_,OFFICIALS,OFFICIALS_,POLICE_VS_,DALIT_MUSL,TYPE_OF_PO,CODING_QUE,PROBABLE_C,RELIABILIT,NOTES
1982,December,12,30,India,Kerala,KE,KE198212,Thiruvananthapuram,Thiruvananthapuram,,,,,1,Times of India,31/12/1982,Protest Against Police Actions,Protest at police actions,"Yes, police firing on Id procession at Alleppey 12/28/82",,,Yes Police versus Muslims,no,"Army, police",,,,This riot may have continued on to 1983.
1983,January,1,1,India,Maharashtra,MA,MA198301,Aurangabad,Aurangabad,,,,25,2,Times of India,Jan 3 1983,Desecration of Religious Site/Symbol (Temple),Unknown,,,,,no,"SRP, Police",,Yes-Strong Likelihood,4,"There were stray incidents of stone-throwing and a tea shop was set on fire after an idol was disfigured in the Shahganj locality. Banning orders were enforced. Shops were closed on the first day but reopened on the second. The rioting is not specified as communal, but given that it arose from the disfiguration of an idol and the name of the locality, we have reason to believe it is Hindu-Muslim. The article mentions, curiously enough, that the arrests were in connection with the attack on a cloth merchant a few days ago. This might have had some connection with the causes of the rioting."
1983,January,1,5,India,Kerala,KE,KE198301,,Cochin,,,6,7,1,Times of India,Jan 6 1983,Cause Insufficiently Reported,Unknown,,,,,no,,,Yes-Strong Likelihood,4,"The clash took place in Ponjikkara, an island in the Cochin backwaters, which we are told resulted in damage to a temple idol. The six injured have been admitted to hospital. No other information is available."
1983,January,1,27,India,Karnataka,KA,KA198301,,Chennarayapatna,,,,100,,Times of India,Feb 4 1983,Cause Insufficiently Reported,Procession,,Mr. Shrikantiah (Cong-I  M.L.A.),,,no,,,Definite Case,5,"The article reports that the trouble started on January 27th when a young man called Basavaraj who had hired a bicycle from a shop owner called Khaleel, did not return the bicycle. Basavaraj was traced and beaten by persons who were described as Hindus. But the rumor spread instead that Basavaraj had been killed by Muslims. What started as a silent procession turned violent and 51 shops owned by Muslims were looted.. The Cong I MLA, Mr. Srikantaiah said that he saw the hand of the Janata Party in the violence since they had just lost to the Cong I and the Muslims were traditional supporters of the Congress I. All arrested were later released with the help of, Mr. Srikantaiah says, of the Janata rival from the constituency."
1983,February,2,12,India,Maharashtra,MA,MA198302,Sangli,Sangli,,,,,,Times of India,Feb 14 1983,Cause Insufficiently Reported,Unknown,,,,,no,,Yes,Definite Case,5,The article only says that there was ‘considerable tension’ in Khan ward when a green flag on a tree near the mutton market at Badam Chowk was found replaced by a saffron flag by unidentified miscreants.Prohibitory orders were clamped.No further information is available
1983,February,2,13,India,Tamil Nadu,TN,TN198302,Kanniyakumari,Nagercoil,,1,19,,1,Times of India,Feb 14 1983,Cause Insufficiently Reported,Procession,,"M.B. Pranesh (Kanyakumari Collector), Deputy Commissioner,Madras, DSP",,Yes Police versus Hindus,no,,,Yes-Strong Likelihood,4,"The police opened fire to disperse a 1000 strong crowd of Hindu Munnani followers who attempted to take out a procession violating ‘prohibitory orders’. They opened fire when lathi charge and firing in the air proved ineffective. The mob threw stones and damaged a Kattobomman Transport Corporation bus. The collector said that two SPs including the deputy commissioner,Madras, DSP and 15 other policemen were injured in the stone-throwing. The dead was identified as Kumar(20) and the injured were being treated at the govt headquarters hospital."
1983,March,3,8,India,Maharashtra,MA,MA198303,,Paithan,,,18,45,,Times of India,March 15 1983,Desecration of Religious Site/Symbol (Temple),Unknown,,,,,no,,,Definite Case,5,There were incidents of communal violence in Paithan following the removing of a Maruti idol and its replacement by chappals. No other information is available and the date of the riot is unclear.
1983,March,3,22,India,Maharashtra,MA,MA198303,Bombay,Bombay,,1,,,,Times of India,March 24 1983,Cause Insufficiently Reported,Unknown,,,,,no,,Yes,Definite Case,5,"This is a rather strange case and it is difficult to say whether there was a riot or not. Three men, Manzir Mohammed, Mohammed Jilani and Namdeo Pandukar, set a 19 year old Hindu youth, Yeshwant Balaram Waleti, on fire and burnt him alive in a Hindu cemetery at Wadala. The police arrested two of the men but the third was absconding. The event is clearly communal but there is no mention of any reprisals from either community."
1983,March,3,30,India,Uttar Pradesh,UP,UP198303,Aligarh,Aligarh,,2,7,,2,Times of India,April 1 1983,Public Rituals\Festivities (Other),Procession,,P.L. Punia (DM),,Yes Police versus Hindus,no,"CRPF, Police",,Definite Case,5,"The trouble started late in the evening when the Benariji Rath mela processionists indulged in stone throwing following police refusal to change the approved route of procession. The police resorted to lathi charge and fired bullets into the air. There was also violence the next morning in the Sabzi Mandi area. The DM said that a number of arrests were made. After the violence on 31st morning, no other incidents were reported and the situation was said to be under control."
1983,March,3,31,India,Maharashtra,MA,MA198303,Sangli,Miraj ,,,51,173,3,Times of India,3-Apr-07,Protest against police action,Unknown,,Mr. Shivajirao Deshmukh (Minister of State for Home),,,no,,,Definite Case,5,"The violence in Miraj is clearly specified as communal and was sparked off by a clash between the two communities at Satar Maker lane on March 31st at 11:00 am. In protest against the treatment meted out to a rickshaw driver by a policeman, there were many cases of arson through April 2 and autorickshaws were off the road on the 1st and 2nd. About 53 fruit and vegetable stalls were burnt down and a dairy near a place of worship was ransacked. Prohibitory orders were enforced even as the violence spread to Sangli on April 1st. Despite the banning orders, mobs indulged in stone throwing and attacked policemen. Mr. Deshmukh announced that there would be a CID inquiry into the causes of the fire."
1983,April,4,1,India,Maharashtra,MA,MA198304,,Sangli,,,,105,2,Times of India,3-Apr-07,Previous Violence (Communal),Unknown,,,,,no,,,Yes-Strong Likelihood,4,The violence at Miraj spread to Sangli on the 1st. Prohibitory orders were clamped.
1983,April,4,27,India,Tamil Nadu,TN,TN198304,Nilgiris,Erumadu,,,,57,1,Times of India,April 30 1983,Political (Agitation),Unknown,,Mr. S. Ramani (SP),,,no,,Yes,Definite Case,5,"There was tension in Erumadu following the insistence of members of one community that the Gnana Ratham, the mobile unit of VHP, should be allowed unrestricted movement. The SP said that the police prevented the Ratham from going to a particular area anticipating a communal clash. Following this, mobs blockaded traffic. The blockade was lifted once the police intervened.It isn’t clear whether there were any specific incidents of rioting although 57 people were arrested."
1983,May,5,13,India,Karnataka,KA,KA198305,Kolar,Malur,,5,,23,,Times of India,May 15 1983,Quarrels Over Women (Rape),Unknown,,Mr. Aziz Sait (Minister for Labor),,,no,,,Yes-Strong Likelihood,4,The violence in Malur broke out over the allegation of a rape attempt on the 13th. Violent crowds indulged in looting and stone throwing. The reason for us to believe that the rioting was of a Hindu-Muslim nature is that the newspaper reports that on the 14th ‘there was tension even though a peace committee was meeting and namaaz went off smoothly’ in which even Mr. Sait participated. There were violent demonstrations against the police urging the release of the 23 arrested the previous day.
1983,May,5,28,India,Andhra Pradesh,AP,AP198305,Hyderabad,Hyderabad,,8,35,20,,Times of India,May 30 1983,Cause Insufficiently Reported,Music in  front  of mosque,,Mr. N.T. Rama Rao (CM) ,,,no,,,Definite Case,5,"The trouble began in Mangalghat area of Hyderabad when members of one community started throwing stones at a marriage procession in protest against the playing of music when the procession was passing in front of a place of worship. This led to a series of clashes, stabbing incidents and cases of arson. The Chief Minister went around the disturbed areas and supervised policing arrangements. He also announced an ex-gratia payment of Rs.5000 to the next of kin of those killed in the clashes."
1983,June,6,25,India,Uttar Pradesh,UP,UP198306,,Khurja,,2,22,87,1,Times of India,26-Jun-28,Public Rituals\Festivities (Other),Marriage Procession,,"B.K. Goswami (Commissioner, Meerut), A. N. Kaul (DIG), A Chaturvedi (DM), C.D. Kainth (Senior SP)",,,no,"PAC, Armed Police",,Definite Case,5,"There were clashes between members of two communities following the bursting of crackers by a marriage party. In combing operations, the police recovered six grenades, eight knives and large quantities of explosive material. The officials mentioned above rushed to the town immediately."
1983,June,6,26,India,Maharashtra,MA,MA198306,,Malegaon,,4,178,549,4,Times of India,"June 29, 30, July 1",Public Rituals\Festivities (Other),Unknown,,"KP Madhekar (DG of Police), BKChougule (Home Secretary)",,,no,SRP,,Definite Case,5,"The trouble took place because some people burst crackers near a ‘place of worship’ at the victory of India in the Prudential Cup. There were some assaults 26th night followed by cases of arson next morning. That day, the police opened fire to control a mob that tried to beseige a police chowki. On the 28th, the police fired on riotous mobs in three different places Curfew was imposed as people tried to set fire to some shops and a tractor. The Director General of Police, Mr. KP Madhekar, told reporters that among the policemen injured were 19 men of the SRP. On the 29th, as Mr. BK Chougule, the home secretary of the Maharashtra govt, there were six cases of arson and the police opened fire four times. The violence spread to neighboring Dabhadi and Zodge.An article tells us that Malegaon is known for its huge Muslim population. The figures given above are a total for all four days after which curfew was lifted and the situation returned to normal."
1983,June,6,29,India,Maharashtra,MA,MA198306,,Dabhadi,,,,,,Times of India,June 30 1983,Previous Violence (Communal),Unknown,Yes,,,,no,,,Definite Case,5,The violence in Malegaon after the Prudential Cup victory spread here today and damages were caused to places of worship.
1983,June,6,29,India,Maharashtra,MA,MA198306,,Malegaon,,,,,,Times of India,June 30 1983,Previous Violence (Communal),Unknown,Yes,,,,no,,,Definite Case,5,The violence in Malegaon after the Prudential Cup victory spread here today and damages were caused to places of worship.
1983,July,7,29,India,Maharashtra ,MA,MA198307,near Ahmadnagar,Puntamba,,,,,1,Times of India,July 31 1983,Desecration of Religious Site/Symbol (Temple),Unknown,,Dhananjay Jadhav (DSP),,,no,,,Yes-Strong Likelihood,4,"There was trouble in Puntamba following alleged attempts to remove an idol on the banks of the Godavari. A mob of 500 indulged in arson, setting a motorcycle and a liquor shop on fire, and also ransacked the guest house of a place of worship, the DSP, Mr. Dhananjay Jadav said. Normalcy was restored the following day."
1983,August,8,17,India,Delhi,DE,DE198308,,New Delhi,,,,,,Times of India,18-Aug-19,Cause Insufficiently Reported,Unknown,,Mr. Jagmohan (Lt. Gov. of Delhi),,,no,,,Definite Case,5,"All that the reports tell us is that there was a riot between two communities in Lal Kuan/Hauz Qazi. Prohibitory orders were enforced under Section144, the police fired two rounds into the air and lobbed teargas shells to disperse the rioters. There was a higher level meeting the following day, wherein Mr. Jagmohan instructed the police to take strict action against anyone spreading communal hatred in the Walled City. Patrolling was intensified even though the situation was officially described as ‘normal’."
1983,September,9,9,India,Andhra Pradesh,AP,AP198309,,Hyderabad,,45,150,400,18,Times of India,"Sept 10, 12, 18, 20, 21, 22, 23, 24, 25, 26, 28",Desecration of Religious Site/Symbol (Temple),Unknown,,"K. Vijayarama Rao (Police Commissioner), N.T. Rama Rao (CM)",,,no,"Police, Army, CRPF, BSF",,Definite Case,5,"This long and serious period of rioting took place in the foreground of the simultaneous occurence of Ganesh immersion and Bakr Id.  On the 9th, the violence followed a bid by a local organization to observe a bandh against the alleged desecration of a place of worship in the City. Police patrolling was intensified in view of these clashes and the 10 day Ganesh festival beginning the next day.On the 16th night, there was a fatal stabbing incident in Nagalchinta locality following which, on the 17th, there were four new stabbing incidents. The commissioner described the situation as under control while the CM announced ex-gratia payments of Rs. 5000 each to the nearest in kin of those killed.On the 21st, there was a clash when a Ganesh procession passed through Dhabirpura locality in which one person was killed and 22 others injured.The 24th was an incident free day for the old city but there were three deaths in the outskirts of Saroornagar. The police detained Mr. A Narendra BJP MLA under NSA while three members of the MIM were detained the previous night. The police also closed down the Urdu daily, Munsif the previous night for 15 days.On 25th, three more people were killed even as Mr. N.T. Rama Rao was touring effected areas of the city.The 27th was the last day when any violence was reported and the curfew was finally lifted on October 1st."
1983,September,9,21,India,Andhra Pradesh,AP,AP198309,Ananthpur,Kadri,,2,,,,Times of India,Sept 23 1983,Public Rituals\Festivities (Other),Religious Procession,,"SP, District Collector",,,no,,,Definite Case,5,A rioting mob threw stones at a Ganesh procession in Kadri town. Police opened fire to quell the mob and two people died. The mob also set fire to a number of shops in the bazaar. The SP and the DC have formed a peace committee and the situation was reported to be well under control.
1983,September,9,,India,Gujarat,GU,GU198309,,Viramgam,,,,,,Times of India,12-Sep-83,Cause Insufficiently Reported,Unknown,,,,,no,SRP,,Yes-Strong Likelihood,4,"“Ahmedabad, September 11 (PTI): The curfew at Viramgam town was relaxed for three hours this afternoon following improvement in the situation, police said.    The town was brought under 24-hour curfew yesterday following Friday’s group violence.    High police officials and SRP jawans rushed to the town and brought the situation under control, the state control added.”TOI Sept 12, 1983"
1983,October,10,16,India,Uttar Pradesh,UP,UP198310,Faizabad,Tanda,,4,12,,3,Times of India,20-Oct,Public Rituals\Festivities (Other),Procession,,RC Takru (Home Secretary),,,no,"Police, PAC",,Definite Case,5,"Violent communal clashes were triggered off in Tanda when an Alam procession was not allowed to pass through the prescribed route since Durga puja celebrations were being held on the same road. Curfew was imposed and the police and PAC were heavily patrolling the township. Mr. R.C Takru, the home secretary confirmed the deaths very late. He also announced that there were no more untoward incidents since curfew was lifted on the evening of Oct 19th."
1983,October,10,16,India,Maharashtra,MA,MA198310,Solapur,Karmala,,7,35,,1,Times of India,17-Oct-18,Public Rituals\Festivities (Dasara),Music in  front  of mosque,,"Vidyadhar Karandhikar (District Collector), Shivajirao Deshmukh (Home Minister), DSP",,,no,"Police, SRP",,Definite Case,5,The trouble started when a 2000 strong Dasara procession passed by a ‘place of worship’. Stones were hurled on the procession members of which then attempted to set the’place of worship’ on fire.  The police opened fire. The officials mentioned above left immediately for Karmala.
